주차장명,위도,경도
공유) 20-14(구),37.56183231,127.0554543
공유) 19-12(구),37.55572095,127.069865
공유) 18-48(구),37.54203,127.05939
공유) 17-31(구),37.53706555,127.0569384
공유) 17-26(구),37.53600635,127.0507425
공유) 19-04(구),37.55247535,127.067104
공유) 18-15(구),37.54536844,127.0598781
공유) 18-34(구),37.54375375,127.052825
공유) 15-10(구),37.5412979,127.0508444
공유) 17-38(구),37.53546612,127.0577377
공유) 18-29(구),37.54376918,127.0609671
공유) 18-36(구),37.5426,127.055689
공유) 18-40(구),37.542196,127.0599946
공유) 18-45(구),37.542425,127.058455
공유) 18-46(구),37.54169,127.06351
국민대앞북악주차(구),37.609802,126.99574
비석거리 노상 공영주차장(구),37.49685094,127.1167175
문정골길 노상 공영주차장(구),37.48745324,127.1247432
새마을시장 노상공영주차장(구),37.50902374,127.086557
공유) 신당5동 06(001~014구간)(구),37.5638956,127.0185055
공유) 다산동 03(001~055구간)(구),37.5522274,127.0053559
공유) 장충동 10(005~009구간)(구),37.5590451,127.0026122
공유) 동화동 07(003~012구간)(구),37.5624023,127.0175572
공유) 명동 08(001~003구간)(구),37.5626684,126.9892349
공유) 광희동 01(001~007구간)(구),37.5634669,127.0058028
공유) 필동로(구),37.5572032,126.995785
공유) 국립중앙의료원(구),37.56715533,127.0064637
공유) 중림동 11(001~009구간)(구),37.5588526,126.9617781
공유) 회현동 12(005~013구간)(구),37.5547095,126.9744009
공유) 중림동 11(010~020구간)(구),37.5586998,126.9642864
공유) 청구동 05(001~013구간)(구),37.5558175,127.0132264
공유) 광희동 01(014~019구간)(구),37.5632391,127.0098743
공유) 진양상가1구간 1-01면(구),37.5636599,126.9961039
서소문올리브타워 옆(구),37.56167033,126.972954
공유) 중화2동 11구간(구),37.59672,127.071023
공유) 면목5동 14구간(구),37.586284,127.0834107
공유) 면목본동 22구간(구),37.58575267,127.0838673
공유) 면목2동 10구간(59~61)(구),37.5885405,127.075907
공유) 면목2동 10구간(25~27)(구),37.588167,127.074816
세종로 공영주차장(시),37.57340269,126.9758843
서인사마당공영(구),37.57352191,126.9838041
종묘주차장 공영주차장(시),37.57150398,126.9949689
거주자우선(IOT공유)(구),37.4935345,126.9171997
명광교회공영주차장(구),37.58674057,126.9964757
창신1동공영주차장(창일공영)(구),37.57488143,127.0150838
동묘공영주차장(구),37.57328256,127.0189327
다동공원 제4부지 공영주차장(구),37.56823533,126.9802511
거주자우선(IOT공유)(구),37.4938806,126.9180979
거주자우선(IOT공유)(구),37.4944547,126.9191743
훈련원공원 공영주차장(시),37.56740014,127.0035206
묵정공원지하 공영주차장(구),37.56379141,126.9997956
초동 공영주차장(구),37.56416856,126.9921356
동화동 공영주차장(구),37.56137409,127.0190004
신당역 공영주차장(구),37.56535145,127.0206965
성곽 공영주차장(구),37.55054127,127.0048432
청구 공영주차장(구),37.55897429,127.0134054
충현 공영주차장(구),37.55220869,127.0056811
다산동 공영주차장(구),37.55454233,127.0085243
버티 공영주차장(구),37.549065,127.006274
동산 공영주차장(구),37.55634366,127.0159761
서소문삼성생명뒤(구),37.561784,126.974236
문화공영주차장(구),37.55654107,127.0109609
신당사거리 공영주차장(구),37.56512357,127.0170201
약수동 공영주차장(구),37.55222214,127.0133576
장충 공영주차장(구),37.56001,127.0013165
손기정체육공원 공영주차장(구),37.55559696,126.964973
서계동공영주차장(구),37.55163663,126.9643958
신창공영주차장(구),37.5353106,126.9552132
용문동 공영주차장(구),37.53894931,126.9575677
용산전자상가3(구),37.53258192,126.9603249
용산전자상가5(구),37.53381412,126.9634154
용산전자상가2(구),37.53266756,126.9630887
용산전자상가1(구),37.53204956,126.96478
한남유수지공영주차장(구),37.5298673,127.0074007
이태원2동 공영주차장(구),37.54036639,126.9926584
한강진 역공영주차장(시),37.53952176,127.0025796
용산주차빌딩 공영주차장(시),37.53436379,126.9654182
용산2가소월주차장(구),37.54621474,126.9855822
응봉동(건물) 공영주차장(구),37.55334376,127.0307424
도선동(지하) 공영주차장(구),37.565567,127.0316914
홍익동(건물) 공영주차장(구),37.5656391,127.033905
성수1가1동(건물) 공영주차장(구),37.53996228,127.0463849
성수2가3동(건물) 공영주차장(구),37.54913662,127.0551983
성수2가1동(건물) 공영주차장(구),37.53716718,127.0561968
강변(건물) 공영주차장(구),37.53696583,127.0490425
용답동(건물) 공영주차장(구),37.56458022,127.0543217
자양유수지 공영주차장(구),37.529677,127.077601
동서울 노외주차장(구),37.53352007,127.0913292
구의1동 공영주차장(구),37.53828214,127.0878917
능동공영주차장(구),37.55402859,127.0802703
화양동 공영(구),37.54530284,127.0712188
자양4동 공영주차장(구),37.53867795,127.0682434
외대역주차빌딩 공영(구),37.59504107,127.0626248
청량리동 노외주차장(구),37.58404715,127.0490188
장영당길 공영주차장(구3동)(구),37.56865003,127.0531628
동답 공영주차장(구),37.56938534,127.0635549
회기동 공영주차장(구),37.59208429,127.0554514
청량리동 공영주차장(구),37.58544944,127.0445522
늘봄주차장(구),37.58985533,127.0964356
용마폭포공원공영주차장(구),37.57337582,127.0911424
까치공원공영주차장(구),37.58344393,127.0873474
원묵 고등학교 공용 지하주차장(구),37.61542338,127.0860494
은행나무공영주차장(구),37.58701918,127.0914957
면목5동공영주차장(구),37.58296438,127.080075
봉화산역(남) 공영주차장(시),37.61642995,127.0919719
동원시장공영주차장(구),37.58987969,127.0931487
상봉2동공영주차장(구),37.59305102,127.084216
중화1동공영주차장(구),37.60270927,127.0816571
시네마빌딩공영주차장(구),37.59916723,127.014741
벤처빌딩(구),37.60939012,127.0532463
마을공원(구),37.61717024,127.0533551
대지시장길 공영주차장(구),37.62016376,127.0203164
동방고개(구),37.61469255,127.0410032
송중동 공영주차장(구),37.61165492,127.0336362
시범 공영주차장(구),37.64005648,127.0259585
오패산공영주차장(구),37.6221541,127.0311473
냉천길 공영주차장(구),37.62400561,127.0195385
인수동 공영주차장(구),37.63608367,127.0184499
쌍문2동 2공영주차장(구),37.65323992,127.0335551
도봉2동 법조타운 공영주차장(구),37.67364352,127.0464697
교통광장 공영주차장(구),37.663387,127.012621
창2동4공영주차장(구),37.64124421,127.0362985
우이동 공영주차장(무인)(구),37.65671789,127.011637
동막골 (구),37.67528134,127.086413
수색동공영주차장(구),37.58049896,126.8989315
창1동 1공영주차장(구),37.64713168,127.0371994
창3동 1공영주차장(구),37.6331568,127.041342
새장골공영주차장(구),37.62446275,126.9235464
건영백화점앞(구),37.63958481,127.0651987
등나무근린공원(구),37.64027756,127.0676992
응암3동 공동주차장(구),37.59345156,126.9153949
역말 공영주차장(구),37.607564,126.916549
충현동 제1거주자우선주차장(구),37.56518547,126.9646069
갈현1동공영주차장(구),37.62648828,126.915338
마포유수지(시),37.53890027,126.9426686
상암1 공영주차장(구),37.57727445,126.8972079
목동공영주차장(구),37.52769446,126.8780567
망원1-1 공영주차장(구),37.55602414,126.9000466
염리 공영주차장(구),37.54199792,126.9452373
목2동 월촌(구),37.54595116,126.874623
성산2-1 공영주차장(구),37.56479289,126.9067217
한두공영주차장(구),37.54876937,126.8662288
우리공영주차장(구),37.53665073,126.8791772
웃우물 공영주차장(시),37.52379759,126.8514175
광장주차장(구),37.53545496,126.8793819
목동체비지 공영주차장(시),37.53679354,126.8806468
달마을주차장(구),37.54437302,126.8716376
망원2-1 공영주차장(구),37.55778757,126.9015162
한서 공영주차장(구),37.552871,126.9493333
목3동 해운주차장(구),37.54193427,126.8651302
등촌 2-1 공영주차장(구),37.54982067,126.8613437
화곡7-1 공영주차장(구),37.53601946,126.8391666
방화역(서) 공영주차장(시),37.57757395,126.8121746
방화역(동) 공영주차장(시),37.57730116,126.8133148
개화산역 공영주차장(시),37.57224302,126.8051898
화곡5-1 공영주차장(구),37.54391908,126.8397247
공항동(송정역)(시),37.56034439,126.8106649
가양3동 공영주차장(시),37.56033753,126.8597755
화곡2-1 공영주차장(구),37.53604907,126.8524573
화곡6-1 공영주차장(구),37.55298682,126.8484342
화곡5-2 공영주차장(구),37.54423955,126.8407541
화곡본-2 공영주차장(구),37.54432744,126.8484532
화곡본-1 공영주차장(구),37.53975106,126.8497943
화곡8-2 공영주차장(구),37.53771095,126.8503608
화곡 8-1 공영주차장(구),37.53851801,126.8488947
화곡5-3 공영주차장(구),37.54338824,126.8423255
영보빌딩 공영주차장(시),37.56332959,126.8530818
구로5동마을공동주차장(구),37.50085864,126.8860481
구로3동마을주차장(구),37.48502453,126.8884429
효봉공영주차장(구),37.46077721,126.9109648
구로리공원지하주차장(구),37.4908967,126.8916049
고척1동마을공동주차장(구),37.50228329,126.8639327
독산1동공영주차장(구),37.46497295,126.8948092
독산3동 공영주차장(구),37.4794979,126.9063548
구로2동 마을공동주차장(구),37.4914815,126.8883121
시흥1동 공영주차장(구),37.45065167,126.8967259
독산2동 공영주차장(구),37.46385909,126.9000615
신길환승(5호선)(구),37.51775234,126.9146039
영등포본동제1공영(구),37.51440196,126.9091795
시흥3동 공영주차장(구),37.44294835,126.9057481
가산동공영주차장(구),37.47666086,126.8955775
상인회주차장(구),37.45327415,126.9033128
견인보관소 노외(구),37.48299347,126.8758199
문래근린공원 공영(구),37.51544615,126.8937947
문래동공영(구),37.51631443,126.8877957
영등포동제1공영(전통시장)(구),37.52091713,126.910092
당산1동공영(구),37.52376124,126.8996074
유수지복개(양평)주차장(구),37.52900132,126.890164
당산2동(구),37.52824898,126.9077945
영등포동제2공영(구),37.523784,126.9085816
신길4동 공영주차장(구),37.50528074,126.9120866
대림3동 공영주차장(구),37.4980273,126.9004971
대림2동공영(구),37.49153125,126.8997271
도림초교공영(구),37.5081015,126.9074586
대림1동공영(구),37.49314103,126.9016337
흑석빗물펌프장공영주차장(구),37.50858008,126.9629759
도림동 공영주차장(구),37.50834696,126.8967964
대림어린이공원 공영(구),37.49120884,126.9034886
공유) 성대주차장(구),37.497255,126.933865
구릉주차장(구),37.49873369,126.9274502
공유) 은행나무골(구),37.481083,126.97161
서광주차장(구),37.48879884,126.9078418
대방생태공영주차장(구),37.50018478,126.9262925
신길4동1마을공원 공영(구),37.50718232,126.9117476
원신공영주차장(구),37.469935,126.9292853
조원동 제1공영주차장(구),37.48108305,126.9057404
보라매제1공영주차장(구),37.48858808,126.9345485
대치2문화센터 공영주차장(구),37.50227954,127.0642044
행운동제1공영주차장(舊 봉천6동 까치공영주차장)(구),37.47993264,126.9606751
구룡산제2호(구),37.47725982,127.0664774
양재주차빌딩(구),37.47860952,127.0413691
일원역 공영주차장(시),37.48468629,127.0840899
탄천 공영주차장(구),37.508712,127.068195
논현로32길15 공영주차장(구),37.48430646,127.0434181
도곡로 421 공영주차장(구),37.49782255,127.0564863
사당노외 공영주차장(시),37.47543791,126.9837737
개포동공원 공영주차장(구),37.48949036,127.0662384
대청역 공영주차장(구),37.49495555,127.0793237
구룡산제1호(구),37.47791276,127.0660547
이수 공영주차장(구),37.49609844,126.9852359
시민의숲 동측 공영주차장[양재시민의숲역 4호점](구),37.4723039,127.0382265
구룡공원 공영주차장(구),37.471637,127.048511
도곡로 327 공영주차장(구),37.496258,127.0517404
반포동 방음언덕형 공영주차장(구),37.50486336,127.0183587
중앙로공영주차빌딩(구),37.48225393,126.9920358
언남문화체육센터 공영주차장(구),37.47217874,127.0443181
강남치매지원센터 공영주차장(구),37.5102479,127.0464583
수서역북 공영주차장(시),37.48801285,127.09995
난곡동제1공영주차장(舊신림3동 공영주차장)(구),37.47220821,126.9231583
언구비 공영주차장(구),37.50474149,127.0209818
천호유수지 주차장(구),37.54482977,127.1218993
신천유수지 공영주차장(시),37.52231457,127.1029033
무궁화공영주차장(구),37.49237053,127.0167808
문정근린공원(구),37.48599491,127.1246487
교대역동측주차장(구),37.49383778,127.0155087
천호1동 주차장(구),37.544695,127.136656
반포둥근마을 공영주차장(구),37.50003784,127.0104628
동산마을 공영주차장(구),37.47009388,127.0443261
서래마을공영주차장(구),37.49715663,126.9987789
천호3동 주차장(구),37.53890256,127.1332549
방이동 공영주차장(구),37.51375908,127.1137851
명일동 주차장(구),37.55097027,127.1429222
복정역 공영주차장(시),37.47005293,127.1277329
아시아공원 공영주차장(구),37.5102769,127.078388
온조대왕 문화체육관옆(구),37.555803,127.156827
가락 1공영주차장(구),37.49442481,127.1188451
일원1동(기계식)(구),37.48948769,127.0817655
마천동 2공영주차장(구),37.49436437,127.1561092
남산한옥마을 공영주차장(시),37.56005799,126.9931608
도봉산 공영주차장(시),37.6876442,127.0406603
암사1동 공영주차장(시),37.55237413,127.1351228
개운산(구),37.59688064,127.026406
필동 공영주차장(구),37.55660191,126.9958942
천호역 공영주차장(시),37.53849749,127.1251285
삼전동공영주차장(구),37.50025109,127.0958954
안말 주차장(구),37.531248,127.129855
송파동 공영주차장(구),37.50704487,127.1133641
석촌고분 공영주차장(구),37.5019629,127.1022954
가락 2공영주차장(구),37.49483782,127.119624
거여동 공영주차장(구),37.49227702,127.1503834
풍납2 공영주차장(구),37.53604678,127.116075
풍납1공영주차장(구),37.53551936,127.1202916
공유) 대방동주민센터(8~22구간)(구),37.5074488,126.9263294
공유) 동작도서관(06~10구간)(구),37.50648789,126.9408413
공유) 동작도서관(01~05구간)(구),37.50631944,126.9406907
공유) 동작도서관(16~19구간)(구),37.50676,126.941245
공유) 동작도서관(22~26구간)(구),37.50669,126.9415617
공유) 등용로(구),37.512108,126.931892
공유) 서울공고(93~94구간)(구),37.500392,126.922511
공유) 서울공고(95~99구간)(구),37.50039925,126.922251
공유) 장승배기로D(구),37.50307,126.939858
공유) 사당동 남일교회(1~19 구간)(구),37.4880562,126.9783804
공유) 서울공고(100~104구간)(구),37.50040505,126.922043
공유) 서울공고(110~114구간)(구),37.50041955,126.921523
공유) 서울공고(105~109구간)(구),37.50041085,126.921835
공유) 사당3동 다112(구),37.4860487,126.9728352
공유) 동작도서관(67~70구간)(구),37.506008,126.9406307
공유) 동작도서관(71~76구간)(구),37.50616183,126.9404193
공유) 상도동 134번지 일대(102~123구간)(구),37.4974848,126.9542817
공유) 상도래미안(60~70구간)(구),37.5064223,126.935497
공유) 상도래미안(60~70구간)(구),37.506417,126.9355721
공유) 장승배기로C(구),37.50260175,126.9401528
공유) 장승배기로B(구),37.502278,126.940426
공유) 장승배기로A(구),37.50215,126.9405645
테헤란로78길(구),37.50562,127.055442
공유) 22-29(구),37.578319,126.812219
영동대로86길(구),37.507703,127.064337
적선동 버스전용 주차장(시),37.574735,126.973856
마장동 공영주차장(시),37.569138,127.034777
남산소파길 공영주차장(시),37.55695635,126.9859013
공유) 대림역 4번출구 (구),37.494118,126.893141
공유) 구로5동 주민센터(구),37.499666,126.888027
공유) 구로중앙로28길(구),37.4991995,126.8872005
고척리본타운주차장(구),37.505144,126.857434
공유) 능동로24길 IoT 공유주차장(구),37.552086,127.079333
대흥공영주차장(구),37.556133,126.945174
망원나들목공영주차장A동(구),37.553052,126.90051
신길역사(1번출구) 거주자우선주차장(구),37.516239,126.917338
살피재 공유주차장(구),37.4972789,126.95405
살피재 주차장(구),37.4972758,126.953904
살피재 공유주차장(구),37.4972009,126.95394
공유) 창신동 49번~53번(창삼 제1공영주차장)(구),37.575867,127.012512
공유) 삼청동 주민센터(구),37.584849,126.981906
공유) 19-02(구),37.549477,127.0644271
공유) 14-02(구),37.54411966,127.0164782
공유) 19-01(구),37.54869018,127.0624101
공유) 03-15(구),37.56679769,127.0335764
공유) 03-20(구),37.56428676,127.0354557
공유) 18-05(구),37.54868,127.05543
공유)  17-29(구),37.53601,127.05373
남산예장 관광버스전용 주차장(시),37.559821,126.989076
장안1동 공영주차장(시),37.56941,127.066994
공유) 성북구 복사골 주차장(구),37.594806,126.993478
공유) 성북구 도담도담 주차장(구),37.594584,126.993775
공유) 성북구 심우장 주차장(구),37.594546,126.994284
면목유수지 공영주차장(시),37.579494,127.081451
공유) 중화2동 21구간(구),37.594108,127.072002
공유) 화랑마을 공영(구),37.608739,127.080165
공유) 용마산로524 공영(구),37.597816,127.100005
훈련원공원 앞 관광버스 전용 주차장(시),37.566755,127.004177
DDP 패션몰 앞 관광버스 주차허용 구간(시),37.56786348,127.0114714
성촌공원 남측 관광버스 주차허용 구간(시),37.53056542,126.9539125
성암로 관광버스 주차허용 구간(시),37.581002,126.892587
이태원 입구 관광버스 승하차 허용 구간(시),37.53415363,126.9895823
신세계면세점 명동점 앞 관광버스 승하차 허용 구간(시),37.56006843,126.9812822
옥수유수지(평면) 공영주차장(구),37.541363,127.018293
공유) 19-21(구),37.550551,127.067161
공유) 동작도서관(11~15구간)(구),37.506779,126.940906
소금나루도서관 공영주차장(구),37.5496,126.94613
응봉동(평면) 공영주차장(구),37.549237,127.033572
뚝섬유수지(평면) 공영주차장(구),37.54982,127.041794
공유) 04-03(구),37.57153844,127.0363513
공유) 05-04(구),37.55835,127.03964
공유) 05-10(구),37.56016,127.048561
공유) 08-03(구),37.55142,127.0301217
공유) 10-01(구),37.55482716,127.017231
공유) 15-21(구),37.53702,127.0474
공유) 19-20(구),37.55785242,127.0721079
공유) 19-03(구),37.55036163,127.0654141
공유) 17-33(구),37.5368867,127.059489
공유) 17-27(구),37.53570433,127.051863
공유) 17-18(구),37.538745,127.059587
거여동 거주자상생주차장(구),37.493986,127.146035
갈산 거주자우선주차장(구),37.510638,126.870335
효자로 관광버스 주차허용 구간(시),37.58388333,126.97105
여의도공원 공영주차장(시),37.523151,126.916496
공유) 진양상가1구간 1-02면 (장애인전용)(구),37.5634183,126.9961205
쌍문2동 5공영주차장(구),37.660061,127.040884
자양전통시장 공영주차장(구),37.533767,127.081636
도림고가 노상주차장(구),37.5124045,126.8976111
어울림소공원 공영주차장(구),37.616735,127.035341
민속의 집 주차장(구),37.559645,127.168587
휘경유수지(구),37.58988,127.069266
둔촌역전통시장(구),37.528524,127.133681
성내전통시장 주차장(구),37.53334,127.128258
고분다리전통시장 주차장(구),37.542974,127.132245
천호3동제2 주차장(구),37.54053,127.134109
정릉천복개 공영주차장(구),37.580998,127.035313
가오천 노상공영(구),37.64378282,127.0241615
아카데미 노상공영(구),37.64481108,127.00511
화곡3-1 공영주차장(구),37.54178033,126.834743
화곡4-1 공영주차장(구),37.53431225,126.8610576
화곡1-1 공영주차장(구),37.53142687,126.839887
곰달래 문화복지센터 공영주차장(구),37.52904612,126.8488608
홍은 1동 제4 공영 주차장(구),37.60142195,126.9489426
창천중교 공영주차장(구),37.55473789,126.9394374
도화 공영주차장(구),37.54155295,126.9499337
빨래골 노상공영(구),37.63192054,127.0184517
면목2동공영주차장(구),37.58795027,127.0808579
목동노외 공영주차장(시),37.53344049,126.8766097
중곡3동 마을공원 주차장(구),37.56993873,127.0846931
도화공영주차장(구),37.49982342,126.9355137
부군당길공영주차장(구),37.57823238,127.0546185
구산동 마을공원 지하공동주차장(구),37.61473937,126.9084649
구세군길 공영주차장(무인)(구),37.62617605,127.0134424
가오리 공영주차장(구),37.64160736,127.0149816
삼양시장길 공영주차장(무인)(구),37.6259019,127.0157754
삼양마을공원지하 공영주차장(구),37.62274538,127.0184279
색동공원 공영주차장(구),37.63322721,127.0207105
비봉주차장(구),37.61217999,126.9565353
신도림역환승주차장(구),37.50733447,126.8916532
구로아트밸리 지하주차장(구),37.4969958,126.8895983
